S.No,Product Name,Catalog No,CAS Number,Chemical / Systematic Name,Molecular Formula,Molecular Weight,Purity,Stock Status,Sub Category,Main Category,Product Slug,Live Product URL,Image URL,Created Date,Updated Date,MongoDB ID
49,Abiraterone Acetate,PV-A003001,154229-18-2,"17-(Pyridin-3-yl)androsta-5,16-dien-3β-yl acetate (as per USP)",C26H33NO2,391.6,,In Stock,Abiraterone Acetate,API Impurity Standards,abiraterone-acetate,https://pharmavive.com/products/browse/abiraterone-acetate/abiraterone-acetate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864307/products/fahjfictsvwqonptgsml.png,2025-06-25 14:17:21,2025-06-25 15:11:47,685c04f1dcb914594fdd0f3a
50,Abiraterone Acetate N-Oxide,PV-A003003,2517964-85-9,"3-((3S,8R,9S,10R,13S,14S)-3-acetoxy-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)pyridine 1-oxide",C26H33NO3,407.6,,In Stock,Abiraterone Acetate,API Impurity Standards,abiraterone-acetate-n-oxide,https://pharmavive.com/products/browse/abiraterone-acetate/abiraterone-acetate-n-oxide,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864367/products/ma9vb1iqlrognx2i0yua.png,2025-06-25 14:17:23,2025-06-25 15:12:48,685c04f3dcb914594fdd0f42
51,Abiraterone Ethyl Ether,PV-A003002,2484719-14-2,"3β-Ethoxy-17-(pyridin-3-yl)androsta-5,16-diene (as per USP)",C26H35NO,377.5,,In Stock,Abiraterone Acetate,API Impurity Standards,abiraterone-ethyl-ether,https://pharmavive.com/products/browse/abiraterone-acetate/abiraterone-ethyl-ether,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864343/products/olumfbfljwt7a4x6sufr.png,2025-06-25 14:17:22,2025-06-25 15:12:24,685c04f2dcb914594fdd0f3e
52,Abiraterone Methyl Ether,PV-A003004,1470276-23-3,"3-((3S,8R,9S,10R,13S,14S)-3-methoxy-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)pyridine",C25H33NO,363.5,,In Stock,Abiraterone Acetate,API Impurity Standards,abiraterone-methyl-ether,https://pharmavive.com/products/browse/abiraterone-acetate/abiraterone-methyl-ether,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864392/products/daxukxf5ufv3adg2ebul.png,2025-06-25 14:17:23,2025-06-25 15:13:13,685c04f3dcb914594fdd0f46
53,Acetazolamide,PV-A002000,59-66-5,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",C4H6N4O3S2,222.2,,In Stock,Acetazolamide,API Impurity Standards,acetazolamide,https://pharmavive.com/products/browse/acetazolamide/acetazolamide,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750863729/products/hitg3yxvhxkqactifhmi.png,2025-06-25 14:13:32,2025-06-25 18:32:29,685c040cdcb914594fdd0eef
54,Acetazolamide EP Impurity A,PV-A002001,60320-32-3,"N-(5-Chloro-1,3,4-thiadiazol-2-yl)acetamide (as per EP & USP)",C4H4ClN3OS,177.7,,In Stock,Acetazolamide,API Impurity Standards,acetazolamide-ep-impurity-a,https://pharmavive.com/products/browse/acetazolamide/acetazolamide-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750863798/products/a6juz6umu4p9joqjk4du.png,2025-06-25 14:13:33,2025-06-25 18:32:17,685c040ddcb914594fdd0ef3
55,Acetazolamide EP Impurity B,PV-A002002,5393-55-5,"N-(1,3,4-Thiadiazol-2-yl)acetamide (as per EP & USP)",C4H5N3OS,143.1,,In Stock,Acetazolamide,API Impurity Standards,acetazolamide-ep-impurity-b,https://pharmavive.com/products/browse/acetazolamide/acetazolamide-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750863822/products/snlb5dnsqnhslzmvm4mi.png,2025-06-25 14:13:34,2025-06-25 18:32:03,685c040edcb914594fdd0ef7
56,Acetazolamide EP Impurity F,PV-A002003,80495-47-2,"N-[5-[(5-Acetamido-1,3,4-thiadiazol-2-yl)sulfonyl]sulfamoyl-1,3,4-thiadiazol-2-yl]acetamide (as per EP) N,N′-{5,5′-[(Hydrosulfonylamino)sulfonyl]bis(1,3,4-thiadiazole-5,2-diyl)}diacetamide (as per USP)",C8H9N7O6S4,427.4,,In Stock,Acetazolamide,API Impurity Standards,acetazolamide-ep-impurity-f,https://pharmavive.com/products/browse/acetazolamide/acetazolamide-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750863845/products/pecmgeauilkjouo1txyd.png,2025-06-25 14:13:34,2025-06-25 18:31:50,685c040edcb914594fdd0efb
57,Amoxicillin,PV-A006000,26787-78-0,"(2S,5R,6R)-6-[[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid  (as per EP):  (2S,5R,6R)-6-[(R)-(–)-2-Amino-2-(p-hydroxyphenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (As per USP) ;",C16H19N3O5S,365.4,,In Stock,Amoxicillin,API Impurity Standards,amoxicillin,https://pharmavive.com/products/browse/amoxicillin/amoxicillin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865913/products/jo5lvincsmx0m3sces7m.png,2025-06-25 14:56:58,2025-06-25 15:38:34,685c0e3adcb914594fdd125b
58,Amoxicillin EP Impurity A,PV-A006002,551-16-6,"(2S,5R,6R)-6-Amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (as per EP and USP)",C8H12N2O3S,216.3,,In Stock,Amoxicillin,API Impurity Standards,amoxicillin-ep-impurity-a,https://pharmavive.com/products/browse/amoxicillin/amoxicillin-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866014/products/lbcigyxigmi1shbd8has.png,2025-06-25 14:56:59,2025-06-25 15:40:15,685c0e3bdcb914594fdd1263
59,Amoxicillin Trihydrate,PV-A006001,61336-70-7,"(2S,5R,6R)-6-[[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid trihydrate ( as per EP) ; (2S,5R,6R)-6-[(R)-(–)-2-Amino-2-(p-hydroxyphenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid trihydrate (As per USP) ;",C16H19N3O5S : 3H2O,365.4 : 3(18.0),,In Stock,Amoxicillin,API Impurity Standards,amoxicillin-trihydrate,https://pharmavive.com/products/browse/amoxicillin/amoxicillin-trihydrate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865960/products/tch2llkv9bqrzccpmhls.png,2025-06-25 14:56:58,2025-06-25 15:39:20,685c0e3adcb914594fdd125f
60,Amoxicillin Trimer Impurity,PV-A006003,174391-69-6,"(2R,2'R,4S,4'S)-2,2'-((1R,4S,7R,10R)-1-amino-14-(((2S,5R,6R)-2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-6-yl)amino)-1,7,13-tris(4-hydroxyphenyl)-2,5,8,11,14-pentaoxo-3,6,9,12-tetraazatetradecane-4,10-diyl)bis(5,5-dimethylthiazolidine-4-carboxylic acid)",C48H57N9O15S3,1096.2,,In Stock,Amoxicillin,API Impurity Standards,amoxicillin-trimer-impurity,https://pharmavive.com/products/browse/amoxicillin/amoxicillin-trimer-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866030/products/smigxua3huheo85hhr3x.png,2025-06-25 14:57:00,2025-06-25 15:40:30,685c0e3cdcb914594fdd1267
61,Apixaban,PV-A004000,503612-47-3,"1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxopiperidin-1-yl)phenyl)-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxamide",C25H25N5O4,459.51,,In Stock,Apixaban,API Impurity Standards,apixaban,https://pharmavive.com/products/browse/apixaban/apixaban,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864986/products/wehkph4y1jpyclpie3c0.png,2025-06-25 14:44:58,2025-06-25 15:23:07,685c0b6adcb914594fdd1096
62,Apixaban Impurity 33,PV-A004003,1686149-78-9,"1-(4-(5-methyl-2-oxopiperidin-1-yl)phenyl)-3-morpholino-5,6-dihydropyridin-2(1H)-one",C21H27N3O3,369.47,,In Stock,Apixaban,API Impurity Standards,apixaban-impurity-33,https://pharmavive.com/products/browse/apixaban/apixaban-impurity-33,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864896/products/mphfq39vw1ypsjyrharu.png,2025-06-25 14:45:00,2025-06-25 15:21:37,685c0b6cdcb914594fdd10a2
63,Apixaban Impurity 49,PV-A004004,N/A,"(1-(4-methoxyphenyl)-7a-morpholino-7-oxo-6-(4-(2-oxopiperidin-1-yl)phenyl)-3a,4,5,6,7,7a-hexahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxamide)",C29H34N6O5,546.6,,In Stock,Apixaban,API Impurity Standards,apixaban-impurity-49,https://pharmavive.com/products/browse/apixaban/apixaban-impurity-49,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864942/products/xpuakje3asemonkxsawf.png,2025-06-25 14:45:00,2025-06-25 15:22:22,685c0b6cdcb914594fdd10a6
64,Apixaban Impurity A,PV-A004002,503614-92-4,"1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxopiperidin-1-yl)phenyl)-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylic acid",C25H24N4O5,460.49,,In Stock,Apixaban,API Impurity Standards,apixaban-impurity-a,https://pharmavive.com/products/browse/apixaban/apixaban-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864838/products/ssucrdav2h6v5nh7ebaf.png,2025-06-25 14:44:59,2025-06-25 15:20:39,685c0b6bdcb914594fdd109e
65,Apixaban Related Compound 3,PV-A004001,2098457-92-0,"1-(4-methoxyphenyl)-6-(4-(2-methyl-6-oxopiperidin-1-yl)phenyl)-7-oxo-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxamide",C6H10Cl2O,169.05,,In Stock,Apixaban,API Impurity Standards,apixaban-related-compound-3,https://pharmavive.com/products/browse/apixaban/apixaban-related-compound-3,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750864783/products/xzxpyt5gc2fsl8km7a0x.png,2025-06-25 14:44:58,2025-06-25 15:19:43,685c0b6adcb914594fdd109a
66,Atazanavir,PV-A007000,198904-31-3,"Methyl [(5S,10S,11S,14S)-11-benzyl-5-tert-butyl-10-hydroxy-15,15-dimethyl-3,6,13-trioxo-8-[[4-(pyridin-2-yl)phenyl]methyl]-2-oxa-4,7,8,12-tetraazahexadecan-14-yl]carbamate (as per EP)",C38H52N6O7,704.9,,In Stock,Atazanavir,API Impurity Standards,atazanavir,https://pharmavive.com/products/browse/atazanavir/atazanavir,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866164/products/jgbdqz1pmxqgb2v5u7uc.png,2025-06-25 14:58:44,2025-06-25 15:42:45,685c0ea4dcb914594fdd1283
67,Atazanavir Impurity 30,PV-A007002,1191091-65-2,"(R)-2-((Methoxycarbonyl)amino)-3,3-dimethylbutanoic Acid",C8H15NO4,189.21,,In Stock,Atazanavir,API Impurity Standards,atazanavir-impurity-30,https://pharmavive.com/products/browse/atazanavir/atazanavir-impurity-30,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866196/products/yalkkbjlwcvkvh9ob6yg.png,2025-06-25 14:58:45,2025-06-25 15:43:16,685c0ea5dcb914594fdd128b
68,Atazanavir Impurity 37,PV-A007003,869285-68-7,"1H-Benzo[d][1,2,3]triazol-1-yl (S)-2-((methoxycarbonyl)amino)-3,3-dimethylbutanoate",C14H18N4O4,306.3,,In Stock,Atazanavir,API Impurity Standards,atazanavir-impurity-37,https://pharmavive.com/products/browse/atazanavir/atazanavir-impurity-37,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866218/products/bcsof4kn4lag0k3krlgo.png,2025-06-25 14:58:46,2025-06-25 15:43:38,685c0ea6dcb914594fdd128f
69,Atorvastatin 3-Deoxy-Hept-2-Enoic Acid Ethyl Ester,PV-A005003,1624328-52-4,(5S)-7-[2-(4-Fluorophenyl)-5-(1-methylethyl)-3-phenyl-4-[(phenylamino)carbonyl]-1H-pyrrol-1-yl]-5-hydroxy-2-heptenoic acid ethyl ester,C35H37FN2O4,568.7,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-3-deoxy-hept-2-enoic-acid-ethyl-ester,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-3-deoxy-hept-2-enoic-acid-ethyl-ester,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865505/products/m201l4ndm7ryhzcvr9h2.png,2025-06-25 14:55:56,2025-06-25 15:31:46,685c0dfcdcb914594fdd121b
70,"Atorvastatin Acetonide t-Butyl Ester Side Chain (4R,6R)-Isomer",PV-A005004,125971-94-0,"(4R,6R)-1,3-Dioxane-4-acetic acid, 6-(cyanomethyl)-2,2-dimethyl-, 1,1-dimethylethyl ester",C14H23NO4,269.3,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-acetonide-t-butyl-ester-side-chain-4r6r-isomer,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-acetonide-t-butyl-ester-side-chain-4r6r-isomer,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865531/products/psdstmben0fn7wxr81ma.png,2025-06-25 14:55:57,2025-06-25 15:32:12,685c0dfddcb914594fdd121f
71,"Atorvastatin Acetonide t-Butyl Ester Side Chain (4R,6S)-Isomer",PV-A005005,196085-84-4,"(4R,6S)-1,3-Dioxane-4-acetic acid, 6-(cyanomethyl)-2,2-dimethyl-, 1,1-dimethylethyl ester",C14H23NO4,269.3,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-acetonide-t-butyl-ester-side-chain-4r6s-isomer,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-acetonide-t-butyl-ester-side-chain-4r6s-isomer,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865549/products/xtr8mw13kswlyzdcu415.png,2025-06-25 14:55:58,2025-06-25 15:32:30,685c0dfedcb914594fdd1223
72,"Atorvastatin Acetonide t-Butyl Ester Side Chain (4S,6R)-Isomer",PV-A005006,186508-95-2,"(4S,6R)-1,3-Dioxane-4-acetic acid, 6-(cyanomethyl)-2,2-dimethyl-, 1,1-dimethylethyl ester",C14H23NO4,269.3,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-acetonide-t-butyl-ester-side-chain-4s6r-isomer,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-acetonide-t-butyl-ester-side-chain-4s6r-isomer,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865565/products/vtog34enmfejx7fr4jls.png,2025-06-25 14:55:58,2025-06-25 15:32:45,685c0dfedcb914594fdd1227
73,Atorvastatin Calcium Trihydrate,PV-A005000,344423-98-9,"Calcium bis[(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoate] Trihydrate (as per EP); (3R,5R)-7-[3-(Phenylcarbamoyl)-5-(4-fluorophenyl)-2-isopropyl-4-phenyl-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid, calcium salt Trihydrate (as per USP)",C33H34FN2O5 : 1/2(Ca) : 3/2H2O,557.6 : 1/2(40.1) : 3/2(18.0),,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-calcium-trihydrate,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-calcium-trihydrate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865422/products/lycwutv6rsas8fdt4eiy.png,2025-06-25 14:55:54,2025-06-25 15:30:22,685c0dfadcb914594fdd120f
74,Atorvastatin Diepoxide Calcium Salt,PV-A005007,1807481-01-1,"7-[N-Phenyl-2-[4-(4-fluorophenyl]-6-methylethyl]-3,7-dioxa-5-azatricyclo [4.1.0.02,4]-4-[{phenylamino}carboxamiide]-(3R,5R)-3,5-dihydroxyheptanoic acid calcium salt",C33H34FN2O7 : 1/2(Ca),589.6 : 1/2(40.1),,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-diepoxide-calcium-salt,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-diepoxide-calcium-salt,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865583/products/rduskctfqtoivxsnlbid.png,2025-06-25 14:55:59,2025-06-25 15:33:04,685c0dffdcb914594fdd122b
75,Atorvastatin EP Impurity C,PV-A005001,693794-20-6,"(3R,5R)-7-[2,3-bis(4-fluorophenyl)-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid (as per EP); (3R,5R)-7-[2,3-Bis(4-fluorophenyl)-5-isopropyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid (as per USP)",C33H34F2N2O5,576.6,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-ep-impurity-c,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865444/products/vg1ywa3zgfviz3wbj8b9.png,2025-06-25 14:55:55,2025-06-25 15:30:44,685c0dfbdcb914594fdd1213
76,Atorvastatin EP Impurity F,PV-A005002,887196-24-9,"(3R,5R)-7-[(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanamido]-3,5-dihydroxyheptanoic acid (as per EP)",C40H48FN3O8,717.8,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-ep-impurity-f,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865476/products/b6r9dxnbtehlacj0rh2y.png,2025-06-25 14:55:56,2025-06-25 15:31:17,685c0dfcdcb914594fdd1217
77,Atorvastatin Epoxy Pyrrolooxazin 6-Hydroxy Analog (USP) (SODIUM SALT),PV-A005008,1316291-19-6,"Sodium, 4-{6-(4-Fluorophenyl)-7,8-epoxy-6-hydroxy-8a-isopropyl-7-phenyl-8-(phenylcarbamoyl)hexahydro-2H-pyrrolo[2,1-b][1,3]oxazin-2-yl}-3-hydroxybutanoate(as per USP)",C33H34FN2O7 : Na,589.6 : 23.0,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-epoxy-pyrrolooxazin-6-hydroxy-analog-usp-sodium-salt,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-epoxy-pyrrolooxazin-6-hydroxy-analog-usp-sodium-salt,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865602/products/pjo6cyhh6tpvpzz8h6xo.png,2025-06-25 14:56:00,2025-06-25 15:33:23,685c0e00dcb914594fdd122f
78,Atorvastatin Impurity 37,PV-A005011,88675-31-4,2-Bromo-1-(4-fluorophenyl)-2-phenylethan-1-one,C14H10BrFO,293.1,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-impurity-37,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-impurity-37,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865689/products/uppcbhze2mi1jpm0fudg.png,2025-06-25 14:56:02,2025-06-25 15:34:49,685c0e02dcb914594fdd123b
79,Atorvastatin Impurity 38,PV-A005012,347-84-2,1-(4-Fluorophenyl)-2-phenylethan-1-one,C14H11FO,214.2,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-impurity-38,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-impurity-38,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865703/products/zi9wao9g4sa3bobeu84w.png,2025-06-25 14:56:03,2025-06-25 15:35:04,685c0e03dcb914594fdd123f
80,Atorvastatin impurity 39,PV-A005009,1371615-55-2,"1,1-Dimethylethyl (4R,6R)-6-[2-[[(3R,5R)-7-[2-(4-fluorophenyl)-5-(1-methylethyl)-3-phenyl-4-[(phenylamino)carbonyl]-1H-pyrrol-1-yl]-3,5-dihydroxy-1-oxoheptyl]amino]ethyl]-2,2-dimethyl-1,3-dioxane-4-acetate",C47H60FN3O8,814.01,,In Stock,Atorvastatin,API Impurity Standards,atorvastatin-impurity-39,https://pharmavive.com/products/browse/atorvastatin/atorvastatin-impurity-39,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750865624/products/teolnecijfxpii0v6twj.png,2025-06-25 14:56:00,2025-06-25 15:33:44,685c0e00dcb914594fdd1233
81,Avibactam Impurity C,PV-A008001,2306254-34-0,"(2R,5S)-ethyl 5-((benzyloxy)amino)piperidine-2-carboxylate",C15H22N2O3,278.35,,In Stock,Avibactam,API Impurity Standards,avibactam-impurity-c,https://pharmavive.com/products/browse/avibactam/avibactam-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866328/products/h4j77gafpcxfsqhsblbz.png,2025-06-25 14:59:23,2025-06-25 15:45:28,685c0ecbdcb914594fdd12af
82,Avibactam Impurity D,PV-A008002,2064219-14-1,"(2S, 5S)-6-(benzyloxy)-7-oxo-1, 6-diazabicyclo[3.2.1]octane-2-carboxylic acid",C14H16N2O4,276.29,,In Stock,Avibactam,API Impurity Standards,avibactam-impurity-d,https://pharmavive.com/products/browse/avibactam/avibactam-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866343/products/zfxuaqzqlunojoxst3zk.png,2025-06-25 14:59:23,2025-06-25 15:45:44,685c0ecbdcb914594fdd12b3
83,Avibactam Impurity E,PV-A008003,N/A,"(2S, 5S)-ethyl 6-(benzyloxy)-7-oxo-1, 6-diazabicyclo[3.2.1]octane-2-carboxylate",C16H20N2O4,304.14,,In Stock,Avibactam,API Impurity Standards,avibactam-impurity-e,https://pharmavive.com/products/browse/avibactam/avibactam-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866366/products/zrkmkukbfllqyyymdwbd.png,2025-06-25 14:59:24,2025-06-25 15:46:06,685c0eccdcb914594fdd12b7
84,Avibactam Impurity F,PV-A008004,N/A,(5S)-5-((benzyloxy)amino)piperidine-2-carboxamide,C13H19N3O2,249.31,,In Stock,Avibactam,API Impurity Standards,avibactam-impurity-f,https://pharmavive.com/products/browse/avibactam/avibactam-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866380/products/thgzb14gnhsrrvdbg4z5.png,2025-06-25 14:59:25,2025-06-25 15:46:21,685c0ecddcb914594fdd12bb
85,Avibactam Impurity G,PV-A008005,N/A,ethyl 5-((benzyloxy)amino)piperidine-2-carboxylate oxalate,C17H24N2O7,368.38,,In Stock,Avibactam,API Impurity Standards,avibactam-impurity-g,https://pharmavive.com/products/browse/avibactam/avibactam-impurity-g,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866395/products/h8nkbqildavjbzqqzmnj.png,2025-06-25 14:59:26,2025-06-25 15:46:35,685c0ecedcb914594fdd12bf
86,Avibactam Sodium,PV-A008000,1192491-61-4,"(1R,2S,5R)-2-Carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl hydrogen sulfate, sodium salt",C7H11N3O6S : Na,265.2 : 23.0,,In Stock,Avibactam,API Impurity Standards,avibactam-sodium,https://pharmavive.com/products/browse/avibactam/avibactam-sodium,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866313/products/ksj9jglnvzdroq4xr38u.png,2025-06-25 14:59:22,2025-06-25 15:45:14,685c0ecadcb914594fdd12ab
87,Azithromycin,PV-A009000,83905-01-5,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-α-L-ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-β-D-xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one",C38H72N2O12,749.02,,In Stock,Azithromycin,API Impurity Standards,azithromycin,https://pharmavive.com/products/browse/azithromycin/azithromycin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866498/products/p25v1cix3ky2yetxoxrr.png,2025-06-25 14:46:30,2025-06-25 15:48:19,685c0bc6dcb914594fdd10b6
88,Azithromycin Dihydrate,PV-A009001,117772-70-0,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-(((2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-2-ethyl-3,4,10-trihydroxy-13-(((2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-pyran-2-yl)oxy)-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one hydrate",C38H72N2O12 : 2(H2O),749 : 2(18.02),,In Stock,Azithromycin,API Impurity Standards,azithromycin-dihydrate,https://pharmavive.com/products/browse/azithromycin/azithromycin-dihydrate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866517/products/xn0ogyos2csamtibhsnk.png,2025-06-25 14:46:31,2025-06-25 15:48:37,685c0bc7dcb914594fdd10ba
89,Azithromycin EP Impurity A,PV-A009002,76801-85-9,9-Deoxo-9a-aza-9a-homo Erythromycin A,C37H70N2O12,735.0,,In Stock,Azithromycin,API Impurity Standards,azithromycin-ep-impurity-a,https://pharmavive.com/products/browse/azithromycin/azithromycin-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866535/products/jqx707kkyuku5yplhlqh.png,2025-06-25 14:46:31,2025-06-25 15:48:55,685c0bc7dcb914594fdd10be
90,Azithromycin EP Impurity B,PV-A009003,307974-61-4,"(2R,3R,4R,5R,8R,10R,11R,12R,13S,14R)-13-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-a-L-ribo-hexopyranosyl)oxy]-2-ethyl-4,10-dihydroxy-3,5,6,8,10,12,14-heptamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-ß-D-xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one",C38H72N2O11,733.0,,In Stock,Azithromycin,API Impurity Standards,azithromycin-ep-impurity-b,https://pharmavive.com/products/browse/azithromycin/azithromycin-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866558/products/yxmk8zhu48dkyj0us86b.png,2025-06-25 14:46:32,2025-06-25 15:49:19,685c0bc8dcb914594fdd10c2
